Temporada,Date,Time,Form,Location,User,Pass?,Country Origen / Pais de Origen,Production Area / Zona de Producción,Continente,Is it an Emergent Market? / Es Mercado Emergente?,# Inspection / Número de Inspección,Harvest Data / Fecha de Cosecha,Variety / Variedad,Harvest Interval/Dias de Reingreso,Country / Pais,Pre-Inspection Disposition / Disposición de la Inspección Previa,Pallet Count / Cajas por Tarima,Count Clamshell/ # Clamshell's,Clamshell weight / Peso del canasto,Were the weights recorded? / ¿Los pesos fueron registrados?,Average Clamshell weight / Peso promedio del canasto,# Clamshell with Compliance / Canastos en Conformidad,# Clamshell Underweight / Canastos con Bajo Peso,Clamshell Low weight / Canasto con menor peso,Basket Count / Conteo por Canasto,Average Basket Count / Conteo Promedio por Canasto,Total Fruit Inspected / Total de Fruta Inspeccionada,# Sample Brix / # Muestras Brix,Brix1,Brix2,Brix3,Brix4,Brix5,# Sample Acidity / # Muestras Acidez,Acidity / Acidez 1,Acidity / Acidez 2,Acidity / Acidez 3,Acidity / Acidez 4,Acidity / Acidez 5, Semana Inspeccion,Brix6,Brix7,Acidity / Acidez 6,Acidity / Acidez 7,Brix8,Brix9,Brix10,Acidity / Acidez 8,Acidity / Acidez 9,Has it been approved? / ¿Ha sido Aprobado?2,Fecha de Cosecha,PRODUCTION AREA,Lote,Empresa,Production Area,Ha,FUNDO CODE,SKU Code,Fruit Type
2023-2024,19/11/2025,14:52,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,EEUU,,First Inspection,1103520:00:00,MERLOT,10,,Pass_Pasar,276,10,356,Yes / Si,353.50,0,0,,95,94.5,945,5,14.1,13.5,14.8,13.5,12.9,5,0.44,0.32,0.41,0.69,0.4,2547,,,,,,,,,,,19/11/2025,Ica,Lote 38,Tierra Linda,Ica,35.08,87021,9116,Generica
2023-2024,19/11/2025,14:29,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1103520:00:00,AIREN,8,,Pass_Pasar,204,5,358,Yes / Si,357.70,0,0,,115,112.5,562.5,7,13.5,13.5,13.4,15.4,15.8,7,0.38,1,0.58,0.79,0.44,2547,13.6,14.3,0.33,0.79,,,,,,,19/11/2025,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9116,Generica
2023-2024,19/11/2025,14:28,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1103520:00:00,AIREN,8,,Pass_Pasar,204,10,368,Yes / Si,358.95,0,0,,112,109,1090,6,13.6,13.3,15,13.8,14.8,6,0.65,0.48,0.55,0.55,0.29,2547,14.6,,0.81,,,,,,,,19/11/2025,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9116,Generica
2023-2024,19/11/2025,6:47,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103496:00:00,AIREN,7,,Pass_Pasar,85,3,584,Yes / Si,583.50,0,0,,194,194,582,6,12.9,13.1,13.5,13.4,13.6,6,0.85,0.45,0.39,0.41,0.45,2547,13.7,,0.45,,,,,,,,18/11/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9118,Generica
2023-2024,19/11/2025,6:42,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103496:00:00,AIREN,7,,Pass_Pasar,85,3,583.5,Yes / Si,583.16,0,0,,186,186,558,6,13.1,13.2,13.4,13.3,12.4,6,0.41,0.67,0.35,0.53,0.53,2547,12.5,,0.48,,,,,,,,18/11/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9118,Generica
2023-2024,19/11/2025,6:37,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103496:00:00,AIREN,7,,Pass_Pasar,85,3,585,Yes / Si,584.00,0,0,,193,193,579,6,11.4,12.2,12,12.8,14.1,6,0.79,0.95,0.62,0.91,0.63,2547,12.4,,0.47,,,,,,,,18/11/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9118,Generica
2023-2024,19/11/2025,0:35,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103496:00:00,AIREN,7,,Pass_Pasar,25,3,,No,,,,,182,182,546,6,13.4,14.5,13.6,14.3,13.1,6,0.6,0.61,0.63,0.52,0.55,2547,13.6,,0.4,,,,,,,,18/11/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9118,Generica
2023-2024,19/11/2025,0:15,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103496:00:00,MERLOT,8,,Pass_Pasar,25,5,,No,,,,,110,105,525,6,12.3,14.5,14.4,11.8,12.3,6,0.45,0.44,0.36,0.47,0.7,2547,12.3,,0.53,,,,,,,,18/11/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9116,Generica
2023-2024,19/11/2025,0:06,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103496:00:00,TINTORERA,7,,Pass_Pasar,10,3,,No,,,,,351,351,1053,2,14.7,12.8,,,,2,0.3,0.28,,,,2547,,,,,,,,,,,18/11/2025,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9111,Generica
2023-2024,20/11/2025,7:01,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,9,,Pass_Pasar,276,11,359,Yes / Si,353.27,0,5,,92,92,1012,5,13.2,13.5,13.8,13.8,15.5,5,0.43,0.52,0.37,0.32,0.24,2547,,,,,,,,,,,19/11/2025,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9116,Generica
2023-2024,20/11/2025,6:55,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,9,,Pass_Pasar,276,11,367,Yes / Si,357.36,0,0,,99,105.5,1160.5,5,12.2,13.2,13.3,12.4,13.4,5,0.22,0.51,0.24,0.38,0.49,2547,,,,,,,,,,,19/11/2025,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9116,Generica
2023-2024,20/11/2025,6:52,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,9,,Pass_Pasar,110,4,585,Yes / Si,579.50,0,0,,180,180,720,6,13.2,14,13.9,14.1,13.7,6,0.65,0.3,0.35,0.4,0.45,2547,13.2,,0.33,,,,,,,,19/11/2025,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9118,Generica
2023-2024,20/11/2025,6:43,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,7,,Pass_Pasar,82,3,583.5,Yes / Si,583.16,0,0,,188,188,564,6,12.3,12.7,12.6,13.2,11.7,6,0.52,0.47,0.46,0.52,0.31,2547,12,,0.33,,,,,,,,19/11/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9118,Generica
2023-2024,20/11/2025,6:40,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,7,,Pass_Pasar,85,3,583,Yes / Si,583.00,0,0,,178,178,534,6,13.2,12.8,12.5,11.8,12.4,6,0.33,0.43,0.49,0.31,0.54,2547,12.9,,0.46,,,,,,,,19/11/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9118,Generica
2023-2024,20/11/2025,6:36,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,7,,Pass_Pasar,85,3,583,Yes / Si,582.83,0,0,,111,111,333,5,12.6,14.1,12.1,13.3,12.4,5,0.53,0.38,0.42,0.25,0.49,2547,,,,,,,,,,,19/11/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9118,Generica
2023-2024,20/11/2025,6:29,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,7,,Pass_Pasar,25,3,,No,,,,,147,147,441,6,13.3,14,12.8,13.4,14.1,6,0.63,0.52,0.38,0.57,0.28,2547,15.8,,0.32,,,,,,,,19/11/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9118,Generica
2023-2024,20/11/2025,6:25,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,MERLOT,7,,Pass_Pasar,25,5,,No,,,,,104,103,515,6,10.9,11,13.4,13.2,11.7,6,0.41,0.49,0.37,0.33,0.5,2547,12.1,,0.42,,,,,,,,19/11/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9116,Generica
2023-2024,20/11/2025,6:17,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,8,,Pass_Pasar,25,3,,No,,,,,108,108,324,6,14.8,14,13.9,14.8,14.1,6,0.48,0.58,0.73,0.34,0.74,2547,14.4,,0.66,,,,,,,,19/11/2025,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9118,Generica
2023-2024,20/11/2025,7:01,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,9,,Pass_Pasar,276,11,359,Yes / Si,353.27,0,5,,92,92,1012,5,13.2,13.5,13.8,13.8,15.5,5,0.43,0.52,0.37,0.32,0.24,2547,,,,,,,,,,,19/11/2025,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9116,Generica
2023-2024,20/11/2025,6:55,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,9,,Pass_Pasar,276,11,367,Yes / Si,357.36,0,0,,99,105.5,1160.5,5,12.2,13.2,13.3,12.4,13.4,5,0.22,0.51,0.24,0.38,0.49,2547,,,,,,,,,,,19/11/2025,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9116,Generica
2023-2024,20/11/2025,6:52,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,9,,Pass_Pasar,110,4,585,Yes / Si,579.50,0,0,,180,180,720,6,13.2,14,13.9,14.1,13.7,6,0.65,0.3,0.35,0.4,0.45,2547,13.2,,0.33,,,,,,,,19/11/2025,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9118,Generica
2023-2024,20/11/2025,6:43,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,7,,Pass_Pasar,82,3,583.5,Yes / Si,583.16,0,0,,188,188,564,6,12.3,12.7,12.6,13.2,11.7,6,0.52,0.47,0.46,0.52,0.31,2547,12,,0.33,,,,,,,,19/11/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9118,Generica
2023-2024,20/11/2025,6:40,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,7,,Pass_Pasar,85,3,583,Yes / Si,583.00,0,0,,178,178,534,6,13.2,12.8,12.5,11.8,12.4,6,0.33,0.43,0.49,0.31,0.54,2547,12.9,,0.46,,,,,,,,19/11/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9118,Generica
2023-2024,20/11/2025,6:36,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,7,,Pass_Pasar,85,3,583,Yes / Si,582.83,0,0,,111,111,333,5,12.6,14.1,12.1,13.3,12.4,5,0.53,0.38,0.42,0.25,0.49,2547,,,,,,,,,,,19/11/2025,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9118,Generica
2023-2024,20/11/2025,6:29,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,7,,Pass_Pasar,25,3,,No,,,,,147,147,441,6,13.3,14,12.8,13.4,14.1,6,0.63,0.52,0.38,0.57,0.28,2547,15.8,,0.32,,,,,,,,19/11/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9118,Generica
2023-2024,20/11/2025,6:25,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,MERLOT,7,,Pass_Pasar,25,5,,No,,,,,104,103,515,6,10.9,11,13.4,13.2,11.7,6,0.41,0.49,0.37,0.33,0.5,2547,12.1,,0.42,,,,,,,,19/11/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9116,Generica
2023-2024,20/11/2025,6:17,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,8,,Pass_Pasar,25,3,,No,,,,,108,108,324,6,14.8,14,13.9,14.8,14.1,6,0.48,0.58,0.73,0.34,0.74,2547,14.4,,0.66,,,,,,,,19/11/2025,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9118,Generica
2023-2024,21/11/2025,23:17,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Pisco,EEUU,,First Inspection,1103568:00:00,AIREN,7,,Pass_Pasar,276,10,358,Yes / Si,355.20,0,0,,111,110,1100,5,13.4,13.1,13.7,14.1,13.6,5,0.52,0.36,0.28,0.4,0.22,2547,,,,,,,,,,,21/11/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9116,Generica
2023-2024,21/11/2025,23:15,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Pisco,EEUU,,First Inspection,1103544:00:00,AIREN,8,,Pass_Pasar,276,10,358,Yes / Si,355.10,0,0,,120,115.5,1155,5,13.8,14.6,14.7,14,14,5,0.6,0.41,0.45,0.4,0.26,2547,,,,,,,,,,,20/11/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9116,Generica
2023-2024,21/11/2025,22:12,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Pisco,ASIA NORTE,,First Inspection,1103544:00:00,VERDEJO,7,,Pass_Pasar,390,16,150,Yes / Si,143.68,16,0,,52,51.5,824,2,12.2,13.9,,,,2,0.53,0.56,,,,2547,,,,,,,,,,,20/11/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9102,Generica
2023-2024,21/11/2025,21:56,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Pisco,EEUU,,First Inspection,1103544:00:00,AIREN,8,,Pass_Pasar,204,8,357,Yes / Si,355.50,0,0,,125,122.5,980,5,12.5,13,13.7,13.1,14,5,0.63,0.56,0.44,0.45,0.45,2547,,,,,,,,,,,20/11/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9116,Generica
2023-2024,21/11/2025,21:24,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Pisco,EUROPA,No,First Inspection,1103544:00:00,AIREN,8,,Pass_Pasar,176,8,333,Yes / Si,330.75,0,0,,112,111,888,2,11.3,11.9,,,,2,0.53,0.62,,,,2547,,,,,,,,,,,20/11/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9098,Generica
2023-2024,21/11/2025,14:09,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,ASIA NORTE,,First Inspection,1103544:00:00,VERDEJO,8,,Pass_Pasar,390,12,149,Yes / Si,145.08,12,0,,35,34,408,2,10.6,11.2,,,,2,0.92,0.8,,,,2547,,,,,,,,,,,20/11/2025,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9103,Generica
2023-2024,21/11/2025,13:59,Formulario Registro Inspeccion Uva,Ica,Juan M.,False,Perú,Ica,ASIA NORTE,,First Inspection,1103544:00:00,VERDEJO,8,,Pass_Pasar,390,16,151,Yes / Si,145.12,16,0,,57,56.5,904,2,11.2,10.2,,,,2,0.8,0.97,,,,2547,,,,,,,,,,,20/11/2025,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9102,Generica
2023-2024,21/11/2025,13:56,Formulario Registro Inspeccion Uva,Ica,Juan M.,False,Perú,Ica,ASIA NORTE,,First Inspection,1103544:00:00,VERDEJO,8,,Pass_Pasar,390,16,148,Yes / Si,145.81,16,0,,35,34.5,552,2,10.6,9.9,,,,2,0.92,0.74,,,,2547,,,,,,,,,,,20/11/2025,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9103,Generica
2023-2024,21/11/2025,6:09,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103544:00:00,MERLOT,8,,Pass_Pasar,276,11,361,Yes / Si,355.36,0,1,,108,107.5,1182.5,5,13.3,12.8,14.5,13.5,14.1,5,0.32,0.25,0.34,0.31,0.37,2547,,,,,,,,,,,20/11/2025,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9116,Generica
2023-2024,21/11/2025,5:59,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103544:00:00,AIREN,9,,Pass_Pasar,276,11,371,Yes / Si,358.18,0,2,,112,107,1177,5,13.1,12.5,13.5,13.8,13.2,5,0.16,0.34,0.17,0.3,0.24,2547,,,,,,,,,,,20/11/2025,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9116,Generica
2023-2024,21/11/2025,5:51,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103544:00:00,AIREN,9,,Pass_Pasar,110,4,580,Yes / Si,576.75,0,0,,202,202,808,5,14.6,12.8,12.2,13.3,13.7,5,0.27,0.17,0.19,0.35,0.28,2547,,,,,,,,,,,20/11/2025,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9118,Generica
2023-2024,21/11/2025,5:46,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,MERLOT,7,,Pass_Pasar,34,5,,No,,,,,111,108.5,542.5,7,11,10.5,11.1,10.9,11.1,7,0.52,0.55,0.39,0.36,0.36,2547,9.5,11,0.61,0.49,,,,,,,19/11/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9116,Generica
2023-2024,21/11/2025,5:40,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,7,,Pass_Pasar,110,4,575,Yes / Si,573.87,0,0,,165,165,660,7,14.1,13.3,14.3,11.4,14.7,7,0.35,0.8,0.49,0.74,0.41,2547,13.5,13.8,0.47,0.37,,,,,,,19/11/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9118,Generica
2023-2024,21/11/2025,5:25,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,TINTORERA,7,,Pass_Pasar,82,4,576,Yes / Si,574.50,4,0,,308,308,1232,2,12.2,12.1,,,,2,0.9,0.72,,,,2547,,,,,,,,,,,19/11/2025,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9111,Generica
2023-2024,21/11/2025,23:17,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Pisco,EEUU,,First Inspection,1103568:00:00,AIREN,7,,Pass_Pasar,276,10,358,Yes / Si,355.20,0,0,,111,110,1100,5,13.4,13.1,13.7,14.1,13.6,5,0.52,0.36,0.28,0.4,0.22,2547,,,,,,,,,,,21/11/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9116,Generica
2023-2024,21/11/2025,23:15,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Pisco,EEUU,,First Inspection,1103544:00:00,AIREN,8,,Pass_Pasar,276,10,358,Yes / Si,355.10,0,0,,120,115.5,1155,5,13.8,14.6,14.7,14,14,5,0.6,0.41,0.45,0.4,0.26,2547,,,,,,,,,,,20/11/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9116,Generica
2023-2024,21/11/2025,22:12,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Pisco,ASIA NORTE,,First Inspection,1103544:00:00,VERDEJO,7,,Pass_Pasar,390,16,150,Yes / Si,143.68,16,0,,52,51.5,824,2,12.2,13.9,,,,2,0.53,0.56,,,,2547,,,,,,,,,,,20/11/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9102,Generica
2023-2024,21/11/2025,21:56,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Pisco,EEUU,,First Inspection,1103544:00:00,AIREN,8,,Pass_Pasar,204,8,357,Yes / Si,355.50,0,0,,125,122.5,980,5,12.5,13,13.7,13.1,14,5,0.63,0.56,0.44,0.45,0.45,2547,,,,,,,,,,,20/11/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9116,Generica
2023-2024,21/11/2025,21:24,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Pisco,EUROPA,No,First Inspection,1103544:00:00,AIREN,8,,Pass_Pasar,176,8,333,Yes / Si,330.75,0,0,,112,111,888,2,11.3,11.9,,,,2,0.53,0.62,,,,2547,,,,,,,,,,,20/11/2025,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9098,Generica
2023-2024,21/11/2025,14:09,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,ASIA NORTE,,First Inspection,1103544:00:00,VERDEJO,8,,Pass_Pasar,390,12,149,Yes / Si,145.08,12,0,,35,34,408,2,10.6,11.2,,,,2,0.92,0.8,,,,2547,,,,,,,,,,,20/11/2025,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9103,Generica
2023-2024,21/11/2025,13:59,Formulario Registro Inspeccion Uva,Ica,Juan M.,False,Perú,Ica,ASIA NORTE,,First Inspection,1103544:00:00,VERDEJO,8,,Pass_Pasar,390,16,151,Yes / Si,145.12,16,0,,57,56.5,904,2,11.2,10.2,,,,2,0.8,0.97,,,,2547,,,,,,,,,,,20/11/2025,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9102,Generica
2023-2024,21/11/2025,13:56,Formulario Registro Inspeccion Uva,Ica,Juan M.,False,Perú,Ica,ASIA NORTE,,First Inspection,1103544:00:00,VERDEJO,8,,Pass_Pasar,390,16,148,Yes / Si,145.81,16,0,,35,34.5,552,2,10.6,9.9,,,,2,0.92,0.74,,,,2547,,,,,,,,,,,20/11/2025,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9103,Generica
2023-2024,21/11/2025,6:09,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103544:00:00,MERLOT,8,,Pass_Pasar,276,11,361,Yes / Si,355.36,0,1,,108,107.5,1182.5,5,13.3,12.8,14.5,13.5,14.1,5,0.32,0.25,0.34,0.31,0.37,2547,,,,,,,,,,,20/11/2025,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9116,Generica
2023-2024,21/11/2025,5:59,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103544:00:00,AIREN,9,,Pass_Pasar,276,11,371,Yes / Si,358.18,0,2,,112,107,1177,5,13.1,12.5,13.5,13.8,13.2,5,0.16,0.34,0.17,0.3,0.24,2547,,,,,,,,,,,20/11/2025,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9116,Generica
2023-2024,21/11/2025,5:51,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103544:00:00,AIREN,9,,Pass_Pasar,110,4,580,Yes / Si,576.75,0,0,,202,202,808,5,14.6,12.8,12.2,13.3,13.7,5,0.27,0.17,0.19,0.35,0.28,2547,,,,,,,,,,,20/11/2025,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9118,Generica
2023-2024,21/11/2025,5:46,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,MERLOT,7,,Pass_Pasar,34,5,,No,,,,,111,108.5,542.5,7,11,10.5,11.1,10.9,11.1,7,0.52,0.55,0.39,0.36,0.36,2547,9.5,11,0.61,0.49,,,,,,,19/11/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9116,Generica
2023-2024,21/11/2025,5:40,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,True,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,AIREN,7,,Pass_Pasar,110,4,575,Yes / Si,573.87,0,0,,165,165,660,7,14.1,13.3,14.3,11.4,14.7,7,0.35,0.8,0.49,0.74,0.41,2547,13.5,13.8,0.47,0.37,,,,,,,19/11/2025,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9118,Generica
2023-2024,21/11/2025,5:25,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103520:00:00,TINTORERA,7,,Pass_Pasar,82,4,576,Yes / Si,574.50,4,0,,308,308,1232,2,12.2,12.1,,,,2,0.9,0.72,,,,2547,,,,,,,,,,,19/11/2025,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9111,Generica
2023-2024,22/11/2025,16:22,Formulario Registro Inspeccion Uva,Piura,Guadalupe,False,Perú,Pisco,EEUU,,First Inspection,1103568:00:00,AIREN,9,,Pass_Pasar,276,11,364,Yes / Si,352.00,0,3,,110,109.5,1204.5,7,11.9,12.1,11.6,11.9,13.2,7,0.24,0.42,0.13,0.22,0.35,2547,13,12.8,0.37,0.22,,,,,,,21/11/2025,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9116,Generica
2023-2024,22/11/2025,16:13,Formulario Registro Inspeccion Uva,Ica,Juan M.,False,Perú,Ica,EEUU,,First Inspection,1103568:00:00,AIREN,8,,Pass_Pasar,276,8,360,Yes / Si,355.12,0,0,,98,101.5,812,5,11.6,11.5,12.5,12,12.1,5,0.45,0.3,0.29,0.31,0.38,2547,,,,,,,,,,,21/11/2025,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9116,Generica
2023-2024,22/11/2025,16:11,Formulario Registro Inspeccion Uva,Ica,Juan M.,False,Perú,Ica,EEUU,,First Inspection,1103568:00:00,AIREN,8,,Pass_Pasar,276,10,360,Yes / Si,317.10,0,0,,98,97.5,975,5,11.8,12.4,13,12.7,12.4,5,0.29,0.25,0.52,0.44,0.26,2547,,,,,,,,,,,21/11/2025,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9116,Generica
2023-2024,22/11/2025,16:07,Formulario Registro Inspeccion Uva,Ica,Juan M.,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1103568:00:00,VERDEJO,7,Singapur,Pass_Pasar,390,16,151,Yes / Si,145.12,16,0,,51,48.5,776,2,11.3,11.6,,,,2,0.5,0.96,,,,2547,,,,,,,,,,,21/11/2025,Ica,Lote 17,Agricultores Unidos,Ica,54.61,87000,9099,Generica
